Order_ID,Order_Date,Customer_ID,Region,City,Category,Product,Sales_Channel,Customer_Type,Quantity,Unit_Price,Discount_Pct,Sales_Amount,Profit,Payment_Method
ORD106338,2024-07-14,CUST22521,Central,Raipur,Office Supplies,Notebook,Retail Store,Returning,2,173.73,15.0,295.34,133.54,UPI
ORD106558,2024-06-11,CUST69010,Central,Bhopal,Accessories,Keyboard,Online,Returning,2,2110.21,10.0,3798.38,1417.47,Debit Card
ORD103710,2025-01-11,CUST67505,South,Bengaluru,Accessories,Webcam,Retail Store,New,10,3184.47,0.0,31844.65,12969.98,UPI
ORD101408,2025-11-20,CUST37480,North,Chandigarh,Accessories,USB Cable,Corporate,Returning,2,476.73,10.0,858.12,327.0,Credit Card
ORD107542,2024-11-05,CUST67849,South,Chennai,Electronics,Tablet,Retail Store,New,5,30289.26,5.0,143873.99,55551.85,UPI
ORD101730,2024-10-29,CUST99631,West,Ahmedabad,Accessories,Backpack,Online,Returning,2,1713.07,5.0,3254.83,786.17,UPI
ORD109968,2025-10-27,CUST88029,South,Kochi,Accessories,Keyboard,Online,New,4,2274.18,15.0,7732.23,1720.11,UPI
ORD109619,2024-02-16,CUST47411,East,Kolkata,Electronics,Monitor,Online,New,3,20081.64,5.0,57232.66,25494.2,UPI
ORD102122,2024-11-27,CUST42972,East,Guwahati,Home Appliances,Vacuum Cleaner,Online,Returning,4,10507.33,10.0,37826.37,11333.96,Net Banking
ORD107528,2025-07-27,CUST60071,Central,Raipur,Accessories,Webcam,Marketplace,New,1,3888.9,0.0,3888.9,954.4,UPI
ORD102927,2025-06-03,CUST34621,South,Kochi,Office Supplies,Notebook,Online,New,10,179.25,0.0,1792.48,672.4,Net Banking
ORD106749,2024-07-16,CUST85321,East,Patna,Accessories,Backpack,Corporate,Returning,3,1829.63,0.0,5488.88,1412.25,Credit Card
ORD107219,2025-05-24,CUST61039,South,Kochi,Accessories,Webcam,Corporate,New,2,3653.45,20.0,5845.53,1478.82,UPI
ORD102970,2024-05-08,CUST72070,West,Mumbai,Office Supplies,Printer Paper,Corporate,New,1,411.56,0.0,411.56,195.48,Debit Card
ORD109803,2025-01-02,CUST23852,South,Bengaluru,Electronics,Smartphone,Retail Store,VIP,1,33788.59,10.0,30409.73,8884.31,Credit Card
ORD104955,2025-04-14,CUST58257,North,Jaipur,Office Supplies,Pen Set,Online,Returning,3,319.16,0.0,957.47,372.39,Credit Card
ORD107033,2024-09-09,CUST20719,West,Pune,Electronics,Headphones,Online,New,1,4374.85,5.0,4156.11,1119.11,Debit Card
ORD106991,2025-09-28,CUST50682,Central,Bhopal,Furniture,Sofa,Marketplace,New,3,28112.92,0.0,84338.76,23958.93,Cash
ORD100794,2024-08-31,CUST28238,East,Kolkata,Accessories,Mouse,Retail Store,Corporate,10,1062.03,15.0,9027.23,2156.93,Debit Card
ORD107398,2025-02-21,CUST12586,North,Chandigarh,Electronics,Tablet,Marketplace,VIP,1,30745.57,5.0,29208.29,9227.37,Credit Card
ORD106572,2025-10-22,CUST59674,North,Delhi,Furniture,Bookshelf,Retail Store,Returning,2,9015.45,10.0,16227.8,4389.63,
ORD107174,2024-06-21,CUST88362,North,Delhi,Home Appliances,Vacuum Cleaner,Corporate,New,4,9653.7,10.0,34753.33,15057.53,Net Banking
ORD108757,2024-07-29,CUST65577,Central,Bhopal,Office Supplies,Pen Set,Marketplace,Returning,10,284.84,10.0,2563.58,574.95,Debit Card
ORD101606,2024-08-04,CUST15574,North,Chandigarh,Home Appliances,Air Cooler,Online,New,2,11860.25,5.0,22534.48,6321.58,Debit Card
ORD109983,2024-01-21,CUST99139,Central,Nagpur,Accessories,Backpack,Marketplace,New,1,1879.51,0.0,1879.51,817.26,Credit Card
ORD102625,2024-09-12,CUST29013,East,Guwahati,Electronics,Tablet,Online,VIP,1,24927.05,0.0,24927.05,5849.14,Credit Card
ORD102423,2025-11-09,CUST24858,Central,Bhopal,Office Supplies,Stapler,Corporate,VIP,1,266.39,10.0,239.75,61.43,Credit Card
ORD102906,2025-03-30,CUST20259,West,Surat,Office Supplies,File Folder,Online,VIP,1,165.41,20.0,132.33,52.86,UPI
ORD101530,2024-07-08,CUST99679,North,,Furniture,Cabinet,Retail Store,VIP,1,10463.4,0.0,10463.4,3857.24,Credit Card
ORD104275,2025-07-31,CUST15719,West,Mumbai,Electronics,Laptop,Online,Returning,2,63024.56,15.0,107141.76,27435.62,Debit Card
ORD101084,2024-08-17,CUST65097,South,,Electronics,Headphones,Retail Store,Corporate,1,4775.49,15.0,4059.16,1136.67,Credit Card
ORD108904,2025-10-28,CUST24714,West,Pune,Electronics,Headphones,Online,New,1,4191.57,0.0,4191.57,1427.68,UPI
ORD103833,2025-08-29,CUST18037,West,Pune,Office Supplies,Printer Paper,Retail Store,New,1,453.2,10.0,407.88,116.29,Credit Card
ORD105030,2025-06-24,CUST91282,South,Kochi,Office Supplies,Pen Set,Online,Corporate,3,283.07,5.0,806.75,305.21,Debit Card
ORD107145,2024-07-29,CUST79823,South,Kochi,Electronics,Monitor,Marketplace,New,4,18728.45,0.0,74913.8,34003.86,UPI
ORD103485,2025-08-21,CUST47930,North,Delhi,Accessories,Webcam,Online,Returning,1,3286.33,0.0,3286.33,1509.69,Credit Card
ORD102254,2025-12-09,CUST88776,South,Kochi,Office Supplies,Notebook,Marketplace,New,2,173.81,0.0,347.63,82.19,UPI
ORD108342,2025-12-30,CUST46145,South,Bengaluru,Electronics,Smartphone,Corporate,New,3,35257.64,0.0,105772.92,35328.47,Debit Card
ORD100080,2024-08-06,CUST64713,Central,Bhopal,Electronics,Headphones,Marketplace,Returning,1,4211.9,0.0,4211.9,1829.12,Credit Card
ORD105027,2024-01-24,CUST21842,North,Lucknow,Electronics,Smartphone,Online,Returning,1,32793.62,5.0,31153.94,7394.82,Net Banking
ORD105572,2025-12-06,CUST32405,South,Chennai,Office Supplies,Stapler,Corporate,New,4,263.58,5.0,1001.6,274.13,Debit Card
ORD103909,2024-03-09,CUST62750,Central,Bhopal,Electronics,Headphones,Retail Store,New,1,4101.28,0.0,4101.28,1022.86,UPI
ORD104466,2025-03-01,CUST85144,West,Mumbai,Electronics,Headphones,Retail Store,Returning,4,4329.68,15.0,14720.92,4372.14,UPI
ORD101578,2025-05-19,CUST57296,North,Chandigarh,Home Appliances,Kettle,Online,Returning,1,2232.68,10.0,2009.41,748.25,Cash
ORD106838,2024-12-22,CUST45727,North,Jaipur,Office Supplies,Notebook,Online,Returning,3,186.8,5.0,532.39,206.45,UPI
ORD102737,2025-12-12,CUST59799,North,Jaipur,Office Supplies,Stapler,Marketplace,Returning,1,278.95,10.0,251.06,58.63,UPI
ORD104102,2024-02-18,CUST46755,North,Delhi,Office Supplies,File Folder,Retail Store,Returning,1,177.29,0.0,177.29,79.48,Credit Card
ORD101318,2025-01-15,CUST38851,East,Guwahati,Office Supplies,Stapler,Retail Store,New,5,261.95,10.0,1178.76,287.0,Debit Card
ORD100035,2025-04-26,CUST87068,North,Jaipur,Electronics,Tablet,Online,Returning,6,25462.73,0.0,152776.35,66549.77,UPI
ORD102344,2024-02-10,CUST27942,East,Guwahati,Furniture,Bookshelf,Online,Corporate,1,43041.8,0.0,8608.36,2371.77,Debit Card
ORD109235,2025-06-12,CUST60645,East,Patna,Office Supplies,Stapler,Marketplace,Returning,2,273.63,10.0,492.53,212.06,UPI
ORD108629,2025-07-01,CUST58970,North,Chandigarh,Office Supplies,Stapler,Online,New,5,279.33,0.0,1396.64,555.96,Debit Card
ORD106195,2024-05-22,CUST15622,South,Chennai,Office Supplies,Stapler,Online,VIP,4,242.06,10.0,871.4,243.23,Credit Card
ORD105593,2024-02-19,CUST36291,West,Surat,Office Supplies,File Folder,Marketplace,New,6,145.25,5.0,827.9,276.41,UPI
ORD101107,2024-11-04,CUST25160,Central,Nagpur,Electronics,Headphones,Retail Store,New,4,4761.32,0.0,19045.29,9046.88,UPI
ORD103532,2025-11-21,CUST48955,North,Chandigarh,Electronics,Laptop,Marketplace,Returning,1,60436.36,25.0,45327.27,21553.13,Debit Card
ORD109585,2025-08-12,CUST47237,South,Kochi,Furniture,Cabinet,online ,Returning,10,10878.63,0.0,108786.33,33437.14,Cash
ORD100304,2024-07-28,CUST70194,East,Bhubaneswar,Electronics,Laptop,Online,New,2,67395.54,0.0,134791.08,33955.91,Net Banking
ORD109256,2024-08-08,CUST11773,East,Kolkata,Electronics,Smartphone,Marketplace,New,2,35457.14,5.0,67368.56,17609.11,Debit Card
ORD104343,2024-10-10,CUST34987,South,Hyderabad,Electronics,Headphones,Online,New,2,4710.12,10.0,8478.22,3831.24,Net Banking
ORD108570,2025-07-27,CUST45540,Central,Indore,Furniture,Sofa,Online,VIP,6,29183.64,0.0,175101.87,44816.75,Net Banking
ORD107713,2025-10-07,CUST71692,Central,Indore,office supplies ,Stapler,Retail Store,Returning,2,271.65,20.0,434.64,96.67,Net Banking
ORD103848,2024-08-10,CUST60952,West,Mumbai,Accessories,Keyboard,Marketplace,VIP,1,2113.24,10.0,1901.92,735.82,Credit Card
ORD102688,2024-12-24,CUST50314,West,Pune,Furniture,Desk,Online,Corporate,1,12634.34,15.0,10739.19,4175.3,UPI
ORD102855,2025-01-10,CUST22049,North,Lucknow,Accessories,Backpack,Corporate,Returning,2,1586.44,5.0,3014.23,1037.55,Debit Card
ORD104224,2025-08-20,CUST37178,West,Mumbai,Electronics,Headphones,Online,Returning,1,5039.9,0.0,5039.9,2103.0,Cash
ORD102943,2024-06-17,CUST32131,north ,Chandigarh,Office Supplies,Pen Set,Online,New,1,315.03,0.0,315.03,115.2,Debit Card
ORD107475,2024-09-01,CUST91588,West,Pune,Accessories,USB Cable,Online,VIP,1,505.25,5.0,479.99,128.04,UPI
ORD104064,2024-02-19,CUST47283,West,Mumbai,Electronics,Tablet,Marketplace,Returning,2,24665.34,10.0,44397.62,11796.89,Net Banking
ORD105809,2024-07-21,CUST84926,South,Chennai,Home Appliances,Vacuum Cleaner,Retail Store,Returning,1,8881.7,10.0,7993.53,2843.8,UPI
ORD106245,2024-11-17,CUST36939,South,Bengaluru,Office Supplies,Stapler,Marketplace,Corporate,2,272.74,10.0,490.93,150.06,Debit Card
ORD101883,2024-11-15,CUST81038,Central,Nagpur,Accessories,USB Cable,Online,VIP,5,451.39,0.0,2256.96,953.35,UPI
ORD109874,2025-03-12,CUST76980,Central,Raipur,Furniture,Bookshelf,Retail Store,Returning,1,10063.14,10.0,9056.83,3356.82,UPI
ORD104228,2025-02-28,CUST64714,South,Bengaluru,Accessories,Webcam,Retail Store,VIP,1,3613.66,0.0,3613.66,885.15,Debit Card
ORD100518,2025-06-12,CUST28893,East,Bhubaneswar,Electronics,Tablet,Corporate,New,1,25783.27,5.0,24494.11,9946.99,UPI
ORD104722,2024-10-20,CUST79548,Central,Bhopal,Office Supplies,Notebook,Online,New,2,182.75,0.0,365.51,170.55,Credit Card
ORD105707,2024-01-06,CUST91031,South,Chennai,Office Supplies,Printer Paper,Marketplace,Returning,2,385.49,0.0,770.99,262.0,Net Banking
ORD108695,2025-06-14,CUST48329,Central,Raipur,Furniture,Chair,Online,Returning,1,5863.42,15.0,4983.91,1380.22,Credit Card
ORD102150,2025-02-22,CUST52836,South,Kochi,Office Supplies,File Folder,Corporate,Returning,2,143.34,10.0,258.01,82.53,UPI
ORD101254,2025-11-20,CUST57555,West,Surat,Home Appliances,Vacuum Cleaner,Marketplace,VIP,6,9750.76,0.0,58504.54,20311.29,Cash
ORD105186,2024-07-07,CUST64624,Central,Indore,Office Supplies,Stapler,Marketplace,New,1,250.08,5.0,237.58,113.76,UPI
ORD104606,2024-05-04,CUST78624,South,Chennai,Office Supplies,Pen Set,Online,New,2,331.92,15.0,564.27,184.19,Net Banking
ORD105747,2025-03-03,CUST82799,South,Kochi,Accessories,usb cable ,Retail Store,Corporate,5,529.8,15.0,2251.67,824.44,Net Banking
ORD105144,2025-11-09,CUST99879,West,Ahmedabad,Office Supplies,Stapler,Online,VIP,4,262.09,0.0,1048.35,384.15,Cash
ORD105049,2025-07-10,CUST72997,Central,Raipur,Accessories,Webcam,Retail Store,VIP,1,3085.59,0.0,3085.59,1106.59,Debit Card
ORD105313,2024-06-20,CUST54116,South,Bengaluru,Home Appliances,Air Cooler,Marketplace,Returning,2,12580.3,10.0,22644.53,8402.45,UPI
ORD107242,2025-10-15,CUST97373,South,Bengaluru,Office Supplies,Stapler,Marketplace,Returning,4,238.02,20.0,761.65,257.81,Debit Card
ORD108076,2024-09-08,CUST56036,East,Kolkata,Office Supplies,Printer Paper,Online,VIP,3,386.81,10.0,1044.4,287.83,UPI
ORD102020,2024-11-28,CUST11994,South,Hyderabad,Home Appliances,Vacuum Cleaner,Online,Returning,6,10273.92,15.0,52396.98,23983.69,Net Banking
ORD101891,2025-07-07,CUST99179,South,Hyderabad,Furniture,Desk,Online,New,1,13358.83,5.0,12690.89,3228.3,UPI
ORD102554,2024-10-01,CUST59266,Central,Raipur,Accessories,Webcam,Retail Store,Returning,1,3672.65,10.0,3305.38,802.76,Credit Card
ORD104394,2025-09-23,CUST49222,East,Bhubaneswar,Accessories,Keyboard,Online,VIP,1,2181.04,5.0,2071.98,786.94,UPI
ORD100704,2025-09-02,CUST70103,North,Jaipur,Office Supplies,File Folder,Corporate,New,6,178.58,15.0,910.77,430.83,UPI
ORD108953,2025-10-18,CUST99482,East,Patna,Accessories,USB Cable,Online,VIP,1,508.13,10.0,457.32,123.79,UPI
ORD106752,2025-06-01,CUST47086,West,Mumbai,Office Supplies,Stapler,Corporate,New,8,266.19,5.0,2023.01,666.05,Credit Card
ORD103931,2024-08-23,CUST55813,North,Delhi,Furniture,Sofa,Online,VIP,1,25232.07,,23970.47,9695.87,Net Banking
ORD106973,2024-08-22,CUST94304,West,Mumbai,Furniture,Cabinet,Online,New,4,9917.04,5.0,37684.76,14115.4,Debit Card
ORD108367,2024-08-06,CUST72809,East,Guwahati,Furniture,Bookshelf,Online,Corporate,6,9018.32,0.0,54109.94,18273.58,Credit Card
ORD102184,2024-04-15,CUST73250,West,Mumbai,Electronics,Laptop,Online,New,1,63443.05,15.0,53926.59,22891.14,Debit Card
ORD100673,2024-08-18,CUST16101,North,Chandigarh,Office Supplies,Pen Set,Online,Corporate,4,288.53,0.0,1154.14,547.67,Debit Card
ORD104639,2024-03-02,CUST47188,Central,Nagpur,Furniture,Cabinet,Retail Store,New,2,12197.8,0.0,24395.6,9493.97,Credit Card
ORD102114,2025-12-13,CUST55763,West,Surat,Accessories,Keyboard,Marketplace,Returning,3,2196.52,0.0,6589.56,2117.52,Credit Card
ORD100761,2025-03-21,CUST83121,East,Patna,Home Appliances,Kettle,Marketplace,New,5,2338.57,10.0,10523.55,2944.33,UPI
ORD104694,2024-06-01,CUST40076,West,Pune,Office Supplies,Stapler,Retail Store,New,1,268.59,0.0,268.59,91.11,Net Banking
ORD103887,2024-05-07,CUST20923,North,Chandigarh,Office Supplies,File Folder,Online,New,5,151.38,0.0,756.89,223.09,Debit Card
ORD104215,2025-05-15,CUST33218,Central,Bhopal,Accessories,Backpack,Retail Store,VIP,1,1604.72,10.0,1444.25,397.31,Cash
ORD108214,2025-08-09,CUST93323,North,Jaipur,Accessories,Webcam,Marketplace,Returning,3,3481.48,0.0,10444.45,3377.07,Net Banking
ORD104417,2025-05-21,CUST79862,North,Delhi,Accessories,Webcam,Marketplace,VIP,2,3502.72,0.0,7005.45,2958.62,Credit Card
ORD108063,2025-03-20,CUST10385,South,Chennai,Home Appliances,Vacuum Cleaner,Retail Store,Returning,4,10024.35,5.0,38092.52,17212.0,Cash
ORD101147,2025-02-21,CUST94243,West,Surat,Furniture,sofa ,Marketplace,New,3,30269.8,0.0,90809.4,42638.57,Net Banking
ORD101915,2025-03-17,CUST57597,East,Bhubaneswar,Home Appliances,Vacuum Cleaner,Online,Returning,3,9875.34,15.0,25182.12,7532.69,Cash
ORD100251,2025-11-09,CUST93087,East,Guwahati,Electronics,Monitor,Retail Store,Returning,2,16675.9,0.0,33351.79,8476.54,UPI
ORD100311,2024-01-22,CUST60294,West,Surat,Furniture,Sofa,Retail Store,Returning,5,27875.78,0.0,139378.9,52158.74,Cash
ORD100039,2025-05-14,CUST90136,West,Ahmedabad,Accessories,Mouse,Retail Store,New,5,1164.86,10.0,5241.88,1528.2,UPI
ORD103337,2024-07-13,CUST83106,North,Delhi,Electronics,Monitor,Retail Store,Returning,2,19542.18,0.0,39084.37,11348.26,UPI
ORD107633,2024-02-09,CUST41777,East,Patna,Office Supplies,Pen Set,Corporate,Returning,1,286.65,20.0,229.32,79.04,Debit Card
ORD107402,2025-01-18,CUST68784,North,Chandigarh,Accessories,Backpack,Online,Corporate,1,1937.06,10.0,1743.36,719.12,Debit Card
ORD102611,2025-01-01,CUST98847,Central,Bhopal,Accessories,USB Cable,Online,,4,440.7,10.0,1586.54,480.85,Net Banking
ORD103231,2024-12-04,CUST51196,South,Chennai,Electronics,Tablet,Retail Store,Corporate,2,25761.27,15.0,43794.16,13437.3,
ORD107712,2024-08-14,CUST89391,South,Hyderabad,Accessories,USB Cable,Retail Store,New,1,441.1,10.0,396.99,165.27,Credit Card
ORD100295,2025-06-28,CUST74260,East,Bhubaneswar,Office Supplies,File Folder,Online,Returning,1,142.67,5.0,135.54,43.49,Credit Card
ORD109759,2024-12-22,CUST81906,South,Bengaluru,Office Supplies,Pen Set,Online,Returning,4,302.54,5.0,1149.63,335.71,
ORD108161,2025-12-05,CUST81404,South,Hyderabad,Electronics,Monitor,Online,Returning,1,17797.91,0.0,17797.91,6325.58,
ORD109673,2024-11-01,CUST92708,North,Delhi,Office Supplies,File Folder,Online,Returning,8,142.87,0.0,1142.93,322.92,UPI
ORD107958,2025-04-07,CUST78713,Central,Indore,Home Appliances,Mixer,Online,Returning,1,4902.36,15.0,4167.01,1674.59,Debit Card
ORD103235,2025-09-23,CUST31480,East,Bhubaneswar,Electronics,Tablet,Retail Store,New,2,28394.32,0.0,56788.63,21466.35,Debit Card
ORD101562,2024-03-19,CUST79549,South,Bengaluru,Electronics,Smartphone,Retail Store,New,3,35761.59,20.0,85827.83,22707.13,UPI
ORD107111,2025-02-15,CUST91283,West,Surat,Office Supplies,File Folder,Marketplace,Corporate,3,173.11,0.0,519.34,210.87,UPI
ORD108064,2024-12-09,CUST62103,West,Ahmedabad,Furniture,Cabinet,Online,VIP,2,11335.68,5.0,21537.79,5372.13,UPI
ORD107647,2025-07-05,CUST17341,North,Delhi,Furniture,Bookshelf,Marketplace,Corporate,3,9635.51,5.0,27461.21,8033.96,Debit Card
ORD107019,2025-10-05,CUST48175,South,Kochi,Electronics,Tablet,Retail Store,Corporate,3,27655.55,0.0,82966.66,29480.11,Credit Card
ORD108771,2025-12-04,CUST90567,Central,Bhopal,Furniture,Cabinet,Corporate,Corporate,4,11741.26,0.0,46965.03,12215.62,Credit Card
ORD108635,2024-02-21,CUST30573,West,Mumbai,Electronics,Laptop,Online,Returning,1,65796.2,0.0,65796.2,29318.48,Net Banking
ORD106582,2025-06-06,CUST63426,West,Pune,Furniture,Chair,Online,New,10,5965.3,5.0,56670.38,21751.91,UPI
ORD100683,2024-05-30,CUST91467,Central,Raipur,Office Supplies,File Folder,Online,Returning,5,147.25,0.0,736.24,217.8,Credit Card
ORD107828,2025-07-23,CUST35610,East,Bhubaneswar,Accessories,Backpack,Online,Returning,1,1801.69,0.0,1801.69,733.81,UPI
ORD108769,2025-03-24,CUST39800,Central,Nagpur,Furniture,Chair,Online,New,2,6485.61,10.0,11674.1,3073.62,Net Banking
ORD107316,2024-04-16,CUST12933,West,Ahmedabad,Home Appliances,Mixer,Online,New,1,4562.48,5.0,4334.36,1396.2,UPI
ORD106501,2024-07-13,CUST76574,Central,Indore,Office Supplies,Printer Paper,Retail Store,VIP,2,430.94,20.0,689.5,314.55,Credit Card
ORD105576,2024-12-29,CUST40674,East,Kolkata,Accessories,Keyboard,Online,Returning,10,1948.83,15.0,16565.07,6478.84,UPI
ORD104302,2025-06-08,CUST64371,North,Lucknow,Furniture,Sofa,Marketplace,Returning,4,27152.99,10.0,97750.77,37484.01,Net Banking
ORD101217,2024-12-04,CUST66769,West,Mumbai,Accessories,Mouse,Retail Store,VIP,1,1090.41,0.0,1090.41,263.23,Credit Card
ORD100483,2025-05-12,CUST79364,West,Mumbai,Furniture,Cabinet,Marketplace,New,1,11681.23,0.0,11681.23,4757.32,UPI
ORD103481,2024-04-03,CUST98756,South,Chennai,Electronics,Headphones,Marketplace,VIP,1,4518.45,20.0,3614.76,1595.74,Debit Card
ORD101516,2025-08-07,CUST18205,East,Bhubaneswar,Accessories,Mouse,Retail Store,VIP,3,1256.97,10.0,3393.82,822.75,UPI
ORD106742,2024-08-10,CUST52192,East,Kolkata,Home Appliances,Kettle,Online,New,1,2112.22,10.0,1901.0,590.17,Credit Card
ORD100624,2025-08-22,CUST25817,West,Ahmedabad,Electronics,Monitor,Online,Returning,1,18206.69,5.0,17296.36,7310.54,UPI
ORD103653,2025-06-07,CUST78150,East,Kolkata,Electronics,Headphones,Corporate,New,3,4237.98,0.0,12713.95,3972.1,Credit Card
ORD103728,2024-03-24,CUST91784,South,Hyderabad,Electronics,Smartphone,Online,VIP,8,28679.76,25.0,172078.55,60377.17,Net Banking
ORD102098,2024-03-05,CUST12925,West,Surat,Electronics,Headphones,Retail Store,Corporate,8,4793.75,0.0,38350.0,10360.37,UPI
ORD108292,2025-05-17,CUST47256,North,Chandigarh,Accessories,Mouse,Online,Returning,1,1117.11,5.0,1061.25,248.19,Debit Card
ORD106069,2024-08-19,CUST86299,Central,Nagpur,Furniture,Bookshelf,Online,Returning,1,8585.73,5.0,8156.44,2285.6,UPI
ORD101247,2025-10-13,CUST85066,East,Patna,Home Appliances,Vacuum Cleaner,Online,Returning,1,9211.1,0.0,9211.1,4100.21,Debit Card
ORD107772,2025-05-09,CUST36147,East,Kolkata,Accessories,Keyboard,Online,Returning,2,2290.67,0.0,4581.35,2022.79,Credit Card
ORD105197,2025-03-05,CUST87170,Central,Nagpur,Accessories,Backpack,Retail Store,VIP,6,1869.76,0.0,11218.57,3989.9,UPI
ORD107998,2025-09-03,CUST36960,North,Chandigarh,Accessories,Keyboard,Marketplace,New,1,2070.74,20.0,1656.59,465.65,UPI
ORD104216,2024-04-30,CUST86480,East,Guwahati,Home Appliances,Iron,Marketplace,VIP,5,1812.51,0.0,9062.56,2058.56,Credit Card
ORD102464,2024-05-09,CUST76971,East,Guwahati,Home Appliances,Vacuum Cleaner,Online,Corporate,3,8970.08,25.0,20182.68,7518.91,Credit Card
ORD100655,2025-01-17,CUST47772,East,Patna,Electronics,Laptop,Marketplace,VIP,3,71682.34,10.0,193542.32,54693.06,Debit Card
ORD108949,2024-11-05,CUST11993,East,Patna,Office Supplies,Printer Paper,Online,VIP,4,395.88,0.0,1583.53,504.38,Credit Card
ORD109552,2024-10-28,CUST76613,East,Bhubaneswar,Office Supplies,File Folder,Marketplace,Returning,1,174.99,5.0,166.24,41.21,UPI
ORD101123,2025-09-07,CUST38627,South,Kochi,Furniture,Cabinet,Online,Returning,1,9863.02,0.0,9863.02,4346.9,Net Banking
ORD105278,2024-09-08,CUST26444,South,Chennai,Electronics,Laptop,Retail Store,Returning,5,66458.62,5.0,315678.44,98870.75,UPI
ORD103350,2024-11-13,CUST77432,North,Delhi,Home Appliances,Kettle,Retail Store,,2,2130.58,15.0,3621.98,1668.08,UPI
ORD109279,2025-01-11,CUST38995,South,Chennai,Office Supplies,Pen Set,Retail Store,Returning,1,329.65,0.0,329.65,90.51,Debit Card
ORD105274,2024-12-18,CUST27714,West,Pune,Electronics,Monitor,Online,New,4,15972.64,5.0,60696.04,24378.27,Debit Card
ORD106076,2024-10-21,CUST25895,South,Hyderabad,Electronics,Smartphone,Online,Returning,6,31970.01,0.0,191820.08,56002.24,Debit Card
ORD101901,2024-11-09,CUST50156,East,Guwahati,Office Supplies,Stapler,Online,Returning,1,243.77,5.0,231.58,60.96,UPI
ORD109243,2024-12-31,CUST53938,Central,Bhopal,Electronics,Headphones,Retail Store,VIP,4,4406.49,15.0,14982.07,3333.62,UPI
ORD103455,2025-12-21,CUST37163,Central,Raipur,Electronics,Laptop,Online,New,3,63894.9,,191684.7,80218.69,UPI
ORD108878,2024-07-02,CUST58818,South,Chennai,Accessories,Mouse,Online,New,10,1311.66,10.0,11804.94,3695.19,Credit Card
ORD106104,2025-10-18,CUST18158,Central,Indore,Home Appliances,Kettle,Retail Store,Corporate,3,2371.44,0.0,7114.31,1623.51,UPI
